transformer_id,transformer_name,sales_rep_id,feeder_id
1064,Transformer_1064,156,3
1065,Transformer_1065,171,31
1066,Transformer_1066,146,10
1067,Transformer_1067,150,54
1068,Transformer_1068,140,35
1069,Transformer_1069,24,59
1070,Transformer_1070,50,52
1071,Transformer_1071,9,65
1072,Transformer_1072,154,77
1073,Transformer_1073,75,91
1074,Transformer_1074,145,28
1075,Transformer_1075,79,62
1076,Transformer_1076,159,55
1077,Transformer_1077,52,52
1078,Transformer_1078,177,93
1079,Transformer_1079,28,68
1080,Transformer_1080,79,83
1081,Transformer_1081,19,29
1082,Transformer_1082,83,84
1083,Transformer_1083,154,120
1084,Transformer_1084,149,45
1085,Transformer_1085,101,29
1086,Transformer_1086,34,87
1087,Transformer_1087,192,67
1088,Transformer_1088,52,51
1089,Transformer_1089,47,14
1090,Transformer_1090,110,27
1091,Transformer_1091,16,14
1092,Transformer_1092,50,47
1093,Transformer_1093,11,1
1094,Transformer_1094,140,25
1095,Transformer_1095,105,64
1096,Transformer_1096,41,111
1097,Transformer_1097,96,114
1098,Transformer_1098,194,99
1099,Transformer_1099,139,47
1100,Transformer_1100,110,66
1101,Transformer_1101,172,16
1102,Transformer_1102,143,40
1103,Transformer_1103,58,118
1104,Transformer_1104,28,28
1105,Transformer_1105,186,37
1106,Transformer_1106,51,117
1107,Transformer_1107,185,113
1108,Transformer_1108,137,13
1109,Transformer_1109,102,12
1110,Transformer_1110,72,30
1111,Transformer_1111,181,63
1112,Transformer_1112,178,3
1113,Transformer_1113,157,63
1114,Transformer_1114,22,72
1115,Transformer_1115,18,30
1116,Transformer_1116,54,24
1117,Transformer_1117,49,49
1118,Transformer_1118,147,81
1119,Transformer_1119,111,17
1120,Transformer_1120,119,9
1121,Transformer_1121,177,27
1122,Transformer_1122,13,114
1123,Transformer_1123,199,91
1124,Transformer_1124,120,61
1125,Transformer_1125,108,31
1126,Transformer_1126,99,20
1127,Transformer_1127,46,98
1128,Transformer_1128,186,78
1129,Transformer_1129,185,73
1130,Transformer_1130,74,114
1131,Transformer_1131,56,11
1132,Transformer_1132,159,10
1133,Transformer_1133,123,115
1134,Transformer_1134,23,102
1135,Transformer_1135,178,55
1136,Transformer_1136,3,114
1137,Transformer_1137,96,79
1138,Transformer_1138,16,57
1139,Transformer_1139,162,68
1140,Transformer_1140,142,95
1141,Transformer_1141,159,75
1142,Transformer_1142,60,70
1143,Transformer_1143,104,78
1144,Transformer_1144,180,38
1145,Transformer_1145,186,49
1146,Transformer_1146,44,107
1147,Transformer_1147,33,31
1148,Transformer_1148,164,22
1149,Transformer_1149,138,84
1150,Transformer_1150,26,110
1151,Transformer_1151,84,59
1152,Transformer_1152,73,38
1153,Transformer_1153,119,112
1154,Transformer_1154,75,109
1155,Transformer_1155,131,17
1156,Transformer_1156,41,20
1157,Transformer_1157,125,64
1158,Transformer_1158,129,30
1159,Transformer_1159,172,44
1160,Transformer_1160,190,36
1161,Transformer_1161,181,39
1162,Transformer_1162,76,118
1163,Transformer_1163,167,33
1164,Transformer_1164,167,100
1165,Transformer_1165,21,19
1166,Transformer_1166,24,96
1167,Transformer_1167,56,99
1168,Transformer_1168,156,18
1169,Transformer_1169,124,75
1170,Transformer_1170,116,9
1171,Transformer_1171,19,59
1172,Transformer_1172,194,63
1173,Transformer_1173,191,47
1174,Transformer_1174,27,50
1175,Transformer_1175,19,97
1176,Transformer_1176,162,41
1177,Transformer_1177,170,61
1178,Transformer_1178,43,32
1179,Transformer_1179,50,70
1180,Transformer_1180,27,101
1181,Transformer_1181,174,109
1182,Transformer_1182,71,94
1183,Transformer_1183,48,56
1184,Transformer_1184,113,48
1185,Transformer_1185,89,12
1186,Transformer_1186,98,54
1187,Transformer_1187,24,7
1188,Transformer_1188,85,112
1189,Transformer_1189,132,31
1190,Transformer_1190,23,64
1191,Transformer_1191,36,64
1192,Transformer_1192,127,2
1193,Transformer_1193,75,35
1194,Transformer_1194,41,28
1195,Transformer_1195,193,35
1196,Transformer_1196,150,34
1197,Transformer_1197,66,5
1198,Transformer_1198,195,117
1199,Transformer_1199,182,111
1200,Transformer_1200,102,13
1201,Transformer_1201,45,26
1202,Transformer_1202,134,79
1203,Transformer_1203,73,106
1204,Transformer_1204,22,33
1205,Transformer_1205,168,43
1206,Transformer_1206,153,96
1207,Transformer_1207,90,84
1208,Transformer_1208,167,14
1209,Transformer_1209,2,46
1210,Transformer_1210,193,73
1211,Transformer_1211,169,63
1212,Transformer_1212,127,35
1213,Transformer_1213,54,64
1214,Transformer_1214,184,117
1215,Transformer_1215,98,44
1216,Transformer_1216,35,21
1217,Transformer_1217,50,97
1218,Transformer_1218,76,89
1219,Transformer_1219,46,30
1220,Transformer_1220,191,107
1221,Transformer_1221,33,31
1222,Transformer_1222,89,98
1223,Transformer_1223,132,88
1224,Transformer_1224,143,31
1225,Transformer_1225,106,23
1226,Transformer_1226,19,48
1227,Transformer_1227,126,32
1228,Transformer_1228,138,27
1229,Transformer_1229,57,66
1230,Transformer_1230,195,97
1231,Transformer_1231,169,98
1232,Transformer_1232,84,118
1233,Transformer_1233,111,102
1234,Transformer_1234,82,61
1235,Transformer_1235,137,107
1236,Transformer_1236,35,97
1237,Transformer_1237,147,99
1238,Transformer_1238,200,47
1239,Transformer_1239,101,55
1240,Transformer_1240,194,32
1241,Transformer_1241,45,63
1242,Transformer_1242,30,85
1243,Transformer_1243,118,5
1244,Transformer_1244,118,24
1245,Transformer_1245,165,49
1246,Transformer_1246,168,19
1247,Transformer_1247,172,75
1248,Transformer_1248,182,21
1249,Transformer_1249,68,109
1250,Transformer_1250,5,81
1251,Transformer_1251,129,12
1252,Transformer_1252,110,74
1253,Transformer_1253,7,45
1254,Transformer_1254,129,5
1255,Transformer_1255,155,101
1256,Transformer_1256,120,45
1257,Transformer_1257,108,27
1258,Transformer_1258,30,7
1259,Transformer_1259,122,97
1260,Transformer_1260,4,67
1261,Transformer_1261,146,24
1262,Transformer_1262,156,5
1263,Transformer_1263,63,90
1264,Transformer_1264,128,119
1265,Transformer_1265,167,90
1266,Transformer_1266,61,78
1267,Transformer_1267,58,90
1268,Transformer_1268,130,22
1269,Transformer_1269,39,1
1270,Transformer_1270,134,102
1271,Transformer_1271,169,98
1272,Transformer_1272,191,27
1273,Transformer_1273,79,7
1274,Transformer_1274,139,71
1275,Transformer_1275,178,32
1276,Transformer_1276,51,50
1277,Transformer_1277,10,28
1278,Transformer_1278,20,108
1279,Transformer_1279,53,58
1280,Transformer_1280,39,81
1281,Transformer_1281,164,79
1282,Transformer_1282,88,114
1283,Transformer_1283,165,113
1284,Transformer_1284,71,102
1285,Transformer_1285,62,107
1286,Transformer_1286,40,41
1287,Transformer_1287,7,50
1288,Transformer_1288,56,91
1289,Transformer_1289,43,52
1290,Transformer_1290,123,13
1291,Transformer_1291,77,38
1292,Transformer_1292,6,111
1293,Transformer_1293,38,15
1294,Transformer_1294,109,109
1295,Transformer_1295,4,23
1296,Transformer_1296,6,69
1297,Transformer_1297,179,71
1298,Transformer_1298,22,52
1299,Transformer_1299,19,99
1300,Transformer_1300,91,68
1301,Transformer_1301,131,101
1302,Transformer_1302,76,71
1303,Transformer_1303,180,52
1304,Transformer_1304,85,77
1305,Transformer_1305,158,22
1306,Transformer_1306,6,118
1307,Transformer_1307,76,91
1308,Transformer_1308,82,99
1309,Transformer_1309,187,99
1310,Transformer_1310,5,28
1311,Transformer_1311,19,16
1312,Transformer_1312,166,67
1313,Transformer_1313,97,76
1314,Transformer_1314,179,56
1315,Transformer_1315,163,38
1316,Transformer_1316,112,84
1317,Transformer_1317,41,36
1318,Transformer_1318,99,61
1319,Transformer_1319,66,100
1320,Transformer_1320,192,32
1321,Transformer_1321,162,35
1322,Transformer_1322,39,37
1323,Transformer_1323,32,42
1324,Transformer_1324,51,18
1325,Transformer_1325,184,67
1326,Transformer_1326,44,2
1327,Transformer_1327,7,37
1328,Transformer_1328,125,28
1329,Transformer_1329,56,14
1330,Transformer_1330,50,36
1331,Transformer_1331,63,117
1332,Transformer_1332,128,109
1333,Transformer_1333,60,16
1334,Transformer_1334,183,87
1335,Transformer_1335,61,51
1336,Transformer_1336,196,111
1337,Transformer_1337,91,42
1338,Transformer_1338,8,105
1339,Transformer_1339,121,49
1340,Transformer_1340,142,119
1341,Transformer_1341,149,72
1342,Transformer_1342,181,59
1343,Transformer_1343,45,108
1344,Transformer_1344,62,84
1345,Transformer_1345,19,10
1346,Transformer_1346,150,69
1347,Transformer_1347,95,64
1348,Transformer_1348,118,15
1349,Transformer_1349,184,22
1350,Transformer_1350,113,105
1351,Transformer_1351,9,59
1352,Transformer_1352,119,60
1353,Transformer_1353,77,7
1354,Transformer_1354,153,60
1355,Transformer_1355,141,110
1356,Transformer_1356,63,12
1357,Transformer_1357,22,88
1358,Transformer_1358,51,4
1359,Transformer_1359,127,11
1360,Transformer_1360,12,46
1361,Transformer_1361,121,87
1362,Transformer_1362,100,117
1363,Transformer_1363,16,117
1364,Transformer_1364,70,42
1365,Transformer_1365,5,47
1366,Transformer_1366,59,78
1367,Transformer_1367,29,50
1368,Transformer_1368,83,118
1369,Transformer_1369,122,47
1370,Transformer_1370,113,72
1371,Transformer_1371,79,50
1372,Transformer_1372,5,7
1373,Transformer_1373,70,22
1374,Transformer_1374,72,40
1375,Transformer_1375,67,98
1376,Transformer_1376,180,36
1377,Transformer_1377,76,32
1378,Transformer_1378,91,106
1379,Transformer_1379,170,107
1380,Transformer_1380,168,8
1381,Transformer_1381,25,68
1382,Transformer_1382,5,33
1383,Transformer_1383,5,100
1384,Transformer_1384,57,97
1385,Transformer_1385,72,120
1386,Transformer_1386,88,64
1387,Transformer_1387,187,59
1388,Transformer_1388,92,81
1389,Transformer_1389,127,34
1390,Transformer_1390,191,70
1391,Transformer_1391,195,119
1392,Transformer_1392,137,33
1393,Transformer_1393,65,37
1394,Transformer_1394,95,82
1395,Transformer_1395,56,117
1396,Transformer_1396,181,96
1397,Transformer_1397,162,109
1398,Transformer_1398,171,81
1399,Transformer_1399,7,87
1400,Transformer_1400,116,25
1401,Transformer_1401,22,102
1402,Transformer_1402,14,39
1403,Transformer_1403,114,3
1404,Transformer_1404,40,62
1405,Transformer_1405,87,35
1406,Transformer_1406,77,3
1407,Transformer_1407,175,100
1408,Transformer_1408,83,54
1409,Transformer_1409,175,18
1410,Transformer_1410,193,61
1411,Transformer_1411,195,119
1412,Transformer_1412,136,92
1413,Transformer_1413,94,46
1414,Transformer_1414,47,12
1415,Transformer_1415,29,82
1416,Transformer_1416,51,48
1417,Transformer_1417,28,50
1418,Transformer_1418,90,31
1419,Transformer_1419,176,6
1420,Transformer_1420,12,83
1421,Transformer_1421,196,49
1422,Transformer_1422,125,104
1423,Transformer_1423,2,54
1424,Transformer_1424,162,2
1425,Transformer_1425,181,57
1426,Transformer_1426,71,64
1427,Transformer_1427,133,2
1428,Transformer_1428,24,84
1429,Transformer_1429,118,66
1430,Transformer_1430,83,102
1431,Transformer_1431,33,12
1432,Transformer_1432,179,40
1433,Transformer_1433,101,74
1434,Transformer_1434,148,12
1435,Transformer_1435,88,87
1436,Transformer_1436,115,11
1437,Transformer_1437,91,3
1438,Transformer_1438,92,112
1439,Transformer_1439,35,72
1440,Transformer_1440,116,88
1441,Transformer_1441,181,77
1442,Transformer_1442,54,89
1443,Transformer_1443,42,72
1444,Transformer_1444,77,25
1445,Transformer_1445,141,64
1446,Transformer_1446,52,21
1447,Transformer_1447,152,38
1448,Transformer_1448,130,67
1449,Transformer_1449,42,23
1450,Transformer_1450,48,29
1451,Transformer_1451,189,28
1452,Transformer_1452,171,66
1453,Transformer_1453,39,9
1454,Transformer_1454,32,53
1455,Transformer_1455,71,40
1456,Transformer_1456,19,94
1457,Transformer_1457,39,5
1458,Transformer_1458,117,27
1459,Transformer_1459,142,53
1460,Transformer_1460,187,104
1461,Transformer_1461,40,57
1462,Transformer_1462,34,21
1463,Transformer_1463,64,99
1464,Transformer_1464,2,60
1465,Transformer_1465,152,78
1466,Transformer_1466,147,50
1467,Transformer_1467,174,63
1468,Transformer_1468,134,66
1469,Transformer_1469,88,43
1470,Transformer_1470,176,8
1471,Transformer_1471,92,40
1472,Transformer_1472,136,107
1473,Transformer_1473,110,18
1474,Transformer_1474,27,49
1475,Transformer_1475,44,22
1476,Transformer_1476,12,22
1477,Transformer_1477,188,53
1478,Transformer_1478,138,101
1479,Transformer_1479,183,39
1480,Transformer_1480,123,64
1481,Transformer_1481,89,107
1482,Transformer_1482,42,104
1483,Transformer_1483,96,1
1484,Transformer_1484,72,54
1485,Transformer_1485,82,73
1486,Transformer_1486,123,8
1487,Transformer_1487,138,63
1488,Transformer_1488,77,68
1489,Transformer_1489,10,25
1490,Transformer_1490,75,17
1491,Transformer_1491,129,84
1492,Transformer_1492,56,41
1493,Transformer_1493,32,53
1494,Transformer_1494,84,1
1495,Transformer_1495,49,34
1496,Transformer_1496,46,110
1497,Transformer_1497,12,63
1498,Transformer_1498,180,13
1499,Transformer_1499,129,21
1500,Transformer_1500,197,40
1501,Transformer_1501,35,12
1502,Transformer_1502,149,39
1503,Transformer_1503,197,76
1504,Transformer_1504,13,92
1505,Transformer_1505,71,69
1506,Transformer_1506,9,41
1507,Transformer_1507,70,90
1508,Transformer_1508,31,36
1509,Transformer_1509,79,55
1510,Transformer_1510,151,25
1511,Transformer_1511,95,47
1512,Transformer_1512,151,40
1513,Transformer_1513,111,43
1514,Transformer_1514,195,85
1515,Transformer_1515,78,107
1516,Transformer_1516,69,100
1517,Transformer_1517,144,113
1518,Transformer_1518,125,110
1519,Transformer_1519,38,117
1520,Transformer_1520,155,34
1521,Transformer_1521,54,77
1522,Transformer_1522,179,52
1523,Transformer_1523,172,57
1524,Transformer_1524,20,1
1525,Transformer_1525,193,52
1526,Transformer_1526,158,76
1527,Transformer_1527,195,69
1528,Transformer_1528,149,91
1529,Transformer_1529,5,111
1530,Transformer_1530,97,13
1531,Transformer_1531,189,83
1532,Transformer_1532,64,70
1533,Transformer_1533,28,31
1534,Transformer_1534,1,103
1535,Transformer_1535,112,119
1536,Transformer_1536,52,42
1537,Transformer_1537,2,104
1538,Transformer_1538,57,97
1539,Transformer_1539,153,111
1540,Transformer_1540,109,52
1541,Transformer_1541,125,38
1542,Transformer_1542,125,58
1543,Transformer_1543,59,72
1544,Transformer_1544,196,24
1545,Transformer_1545,164,65
1546,Transformer_1546,100,90
1547,Transformer_1547,107,75
1548,Transformer_1548,30,112
1549,Transformer_1549,53,67
1550,Transformer_1550,185,11
1551,Transformer_1551,35,50
1552,Transformer_1552,144,86
1553,Transformer_1553,120,91
1554,Transformer_1554,97,30
1555,Transformer_1555,75,98
1556,Transformer_1556,33,8
1557,Transformer_1557,90,23
1558,Transformer_1558,108,105
1559,Transformer_1559,179,111
1560,Transformer_1560,26,95
1561,Transformer_1561,77,40
1562,Transformer_1562,76,42
1563,Transformer_1563,54,54
1564,Transformer_1564,117,95
1565,Transformer_1565,120,21
1566,Transformer_1566,138,70
1567,Transformer_1567,23,115
1568,Transformer_1568,52,79
1569,Transformer_1569,166,98
1570,Transformer_1570,102,101
1571,Transformer_1571,51,34
1572,Transformer_1572,78,5
1573,Transformer_1573,118,44
1574,Transformer_1574,134,43
1575,Transformer_1575,5,70
1576,Transformer_1576,142,65
1577,Transformer_1577,52,19
1578,Transformer_1578,150,38
1579,Transformer_1579,167,27
1580,Transformer_1580,151,36
1581,Transformer_1581,10,81
1582,Transformer_1582,126,64
1583,Transformer_1583,172,87
1584,Transformer_1584,55,71
1585,Transformer_1585,77,105
1586,Transformer_1586,123,103
1587,Transformer_1587,180,96
1588,Transformer_1588,103,54
1589,Transformer_1589,158,26
1590,Transformer_1590,9,75
1591,Transformer_1591,28,98
1592,Transformer_1592,98,71
1593,Transformer_1593,176,82
1594,Transformer_1594,136,54
1595,Transformer_1595,165,62
1596,Transformer_1596,200,26
1597,Transformer_1597,113,70
1598,Transformer_1598,78,6
1599,Transformer_1599,184,84
1600,Transformer_1600,91,78
1601,Transformer_1601,28,35
1602,Transformer_1602,146,30
1603,Transformer_1603,166,1
1604,Transformer_1604,123,113
1605,Transformer_1605,105,44
1606,Transformer_1606,6,44
1607,Transformer_1607,200,105
1608,Transformer_1608,101,6
1609,Transformer_1609,98,78
1610,Transformer_1610,177,106
1611,Transformer_1611,57,83
1612,Transformer_1612,55,35
1613,Transformer_1613,147,67
1614,Transformer_1614,68,28
1615,Transformer_1615,49,52
1616,Transformer_1616,171,59
1617,Transformer_1617,107,107
1618,Transformer_1618,38,30
1619,Transformer_1619,71,18
1620,Transformer_1620,48,92
1621,Transformer_1621,16,105
1622,Transformer_1622,116,80
1623,Transformer_1623,148,87
1624,Transformer_1624,155,9
1625,Transformer_1625,50,115
1626,Transformer_1626,85,57
1627,Transformer_1627,198,4
1628,Transformer_1628,71,40
1629,Transformer_1629,1,40
1630,Transformer_1630,124,40
1631,Transformer_1631,103,1
1632,Transformer_1632,12,89
1633,Transformer_1633,16,34
1634,Transformer_1634,26,76
1635,Transformer_1635,2,69
1636,Transformer_1636,190,22
1637,Transformer_1637,87,103
1638,Transformer_1638,118,10
1639,Transformer_1639,71,98
1640,Transformer_1640,197,30
1641,Transformer_1641,199,45
1642,Transformer_1642,125,115
1643,Transformer_1643,123,27
1644,Transformer_1644,126,53
1645,Transformer_1645,134,91
1646,Transformer_1646,181,57
1647,Transformer_1647,36,2
1648,Transformer_1648,67,57
1649,Transformer_1649,133,29
1650,Transformer_1650,166,115
1651,Transformer_1651,115,108
1652,Transformer_1652,200,80
1653,Transformer_1653,16,98
1654,Transformer_1654,128,37
1655,Transformer_1655,76,19
1656,Transformer_1656,104,113
1657,Transformer_1657,4,113
1658,Transformer_1658,73,63
1659,Transformer_1659,21,99
1660,Transformer_1660,176,110
1661,Transformer_1661,86,82
1662,Transformer_1662,81,84
1663,Transformer_1663,176,102
1664,Transformer_1664,58,51
1665,Transformer_1665,98,117
1666,Transformer_1666,189,61
1667,Transformer_1667,89,99
1668,Transformer_1668,10,18
1669,Transformer_1669,198,116
1670,Transformer_1670,153,69
1671,Transformer_1671,17,113
1672,Transformer_1672,55,9
1673,Transformer_1673,172,17
1674,Transformer_1674,71,102
1675,Transformer_1675,182,31
1676,Transformer_1676,141,56
1677,Transformer_1677,165,114
1678,Transformer_1678,172,45
1679,Transformer_1679,91,18
1680,Transformer_1680,91,85
1681,Transformer_1681,124,69
1682,Transformer_1682,173,7
1683,Transformer_1683,112,28
1684,Transformer_1684,82,24
1685,Transformer_1685,79,96
1686,Transformer_1686,55,96
1687,Transformer_1687,17,59
1688,Transformer_1688,30,99
1689,Transformer_1689,97,77
1690,Transformer_1690,39,59
1691,Transformer_1691,20,61
1692,Transformer_1692,165,100
1693,Transformer_1693,88,26
1694,Transformer_1694,181,77
1695,Transformer_1695,76,67
1696,Transformer_1696,173,52
1697,Transformer_1697,16,71
1698,Transformer_1698,105,64
1699,Transformer_1699,141,24
1700,Transformer_1700,5,119
1701,Transformer_1701,34,45
1702,Transformer_1702,186,119
1703,Transformer_1703,61,36
1704,Transformer_1704,72,97
1705,Transformer_1705,153,72
1706,Transformer_1706,145,105
1707,Transformer_1707,104,64
1708,Transformer_1708,112,44
1709,Transformer_1709,73,95
1710,Transformer_1710,11,2
1711,Transformer_1711,73,29
1712,Transformer_1712,124,112
1713,Transformer_1713,186,53
1714,Transformer_1714,137,91
1715,Transformer_1715,41,65
1716,Transformer_1716,44,114
1717,Transformer_1717,26,46
1718,Transformer_1718,177,40
1719,Transformer_1719,15,104
1720,Transformer_1720,116,14
1721,Transformer_1721,189,62
1722,Transformer_1722,101,111
1723,Transformer_1723,107,90
1724,Transformer_1724,108,78
1725,Transformer_1725,193,56
1726,Transformer_1726,5,93
1727,Transformer_1727,176,106
1728,Transformer_1728,147,64
1729,Transformer_1729,58,62
1730,Transformer_1730,142,109
1731,Transformer_1731,122,52
1732,Transformer_1732,79,18
1733,Transformer_1733,100,116
1734,Transformer_1734,122,68
1735,Transformer_1735,158,84
1736,Transformer_1736,83,55
1737,Transformer_1737,200,6
1738,Transformer_1738,49,56
1739,Transformer_1739,130,2
1740,Transformer_1740,160,64
1741,Transformer_1741,192,39
1742,Transformer_1742,172,107
1743,Transformer_1743,83,57
1744,Transformer_1744,139,92
1745,Transformer_1745,162,95
1746,Transformer_1746,58,73
1747,Transformer_1747,115,48
1748,Transformer_1748,128,98
1749,Transformer_1749,51,56
1750,Transformer_1750,20,94
1751,Transformer_1751,111,53
1752,Transformer_1752,42,60
1753,Transformer_1753,130,16
1754,Transformer_1754,157,64
1755,Transformer_1755,161,110
1756,Transformer_1756,75,10
1757,Transformer_1757,112,114
1758,Transformer_1758,118,31
1759,Transformer_1759,29,120
1760,Transformer_1760,119,111
1761,Transformer_1761,118,53
1762,Transformer_1762,10,12
1763,Transformer_1763,17,33
1764,Transformer_1764,172,22
1765,Transformer_1765,155,83
1766,Transformer_1766,81,79
1767,Transformer_1767,132,51
1768,Transformer_1768,138,76
1769,Transformer_1769,7,78
1770,Transformer_1770,53,97
1771,Transformer_1771,130,16
1772,Transformer_1772,132,96
1773,Transformer_1773,65,32
1774,Transformer_1774,166,37
1775,Transformer_1775,104,12
1776,Transformer_1776,42,99
1777,Transformer_1777,96,77
1778,Transformer_1778,164,58
1779,Transformer_1779,80,55
1780,Transformer_1780,160,81
1781,Transformer_1781,158,39
1782,Transformer_1782,117,77
1783,Transformer_1783,50,28
1784,Transformer_1784,34,108
1785,Transformer_1785,90,61
1786,Transformer_1786,78,80
1787,Transformer_1787,60,48
1788,Transformer_1788,142,112
1789,Transformer_1789,150,93
1790,Transformer_1790,37,86
1791,Transformer_1791,151,105
1792,Transformer_1792,81,85
1793,Transformer_1793,66,73
1794,Transformer_1794,43,10
1795,Transformer_1795,16,18
1796,Transformer_1796,21,120
1797,Transformer_1797,156,6
1798,Transformer_1798,75,87
1799,Transformer_1799,99,26
1800,Transformer_1800,105,66
1801,Transformer_1801,67,5
1802,Transformer_1802,51,20
1803,Transformer_1803,48,29
1804,Transformer_1804,183,20
1805,Transformer_1805,129,61
1806,Transformer_1806,119,44
1807,Transformer_1807,103,78
1808,Transformer_1808,19,116
1809,Transformer_1809,29,1
1810,Transformer_1810,112,101
1811,Transformer_1811,140,55
1812,Transformer_1812,65,49
1813,Transformer_1813,156,86
1814,Transformer_1814,157,74
1815,Transformer_1815,64,34
1816,Transformer_1816,162,92
1817,Transformer_1817,160,46
1818,Transformer_1818,4,3
1819,Transformer_1819,77,104
1820,Transformer_1820,133,28
1821,Transformer_1821,145,34
1822,Transformer_1822,88,36
1823,Transformer_1823,152,4
1824,Transformer_1824,129,100
1825,Transformer_1825,146,68
1826,Transformer_1826,45,76
1827,Transformer_1827,117,23
1828,Transformer_1828,38,25
1829,Transformer_1829,159,89
1830,Transformer_1830,151,46
1831,Transformer_1831,2,75
1832,Transformer_1832,113,98
1833,Transformer_1833,50,82
1834,Transformer_1834,163,77
1835,Transformer_1835,4,52
1836,Transformer_1836,161,83
1837,Transformer_1837,117,79
1838,Transformer_1838,166,74
1839,Transformer_1839,165,88
1840,Transformer_1840,149,100
1841,Transformer_1841,72,50
1842,Transformer_1842,30,99
1843,Transformer_1843,128,58
1844,Transformer_1844,130,91
1845,Transformer_1845,174,4
1846,Transformer_1846,109,39
1847,Transformer_1847,165,106
1848,Transformer_1848,153,29
1849,Transformer_1849,97,9
1850,Transformer_1850,45,82
1851,Transformer_1851,97,13
1852,Transformer_1852,15,22
1853,Transformer_1853,65,5
1854,Transformer_1854,140,81
1855,Transformer_1855,167,35
1856,Transformer_1856,20,28
1857,Transformer_1857,152,96
1858,Transformer_1858,143,32
1859,Transformer_1859,178,32
1860,Transformer_1860,5,103
1861,Transformer_1861,73,77
1862,Transformer_1862,158,103
1863,Transformer_1863,164,92
1864,Transformer_1864,99,33
1865,Transformer_1865,156,54
1866,Transformer_1866,104,79
1867,Transformer_1867,156,1
1868,Transformer_1868,163,81
1869,Transformer_1869,64,87
1870,Transformer_1870,199,94
1871,Transformer_1871,107,26
1872,Transformer_1872,52,78
1873,Transformer_1873,195,10
1874,Transformer_1874,27,36
1875,Transformer_1875,148,103
1876,Transformer_1876,16,107
1877,Transformer_1877,143,23
1878,Transformer_1878,62,76
1879,Transformer_1879,176,30
1880,Transformer_1880,132,7
1881,Transformer_1881,99,73
1882,Transformer_1882,16,48
1883,Transformer_1883,124,18
1884,Transformer_1884,180,18
1885,Transformer_1885,9,100
1886,Transformer_1886,85,47
1887,Transformer_1887,40,12
1888,Transformer_1888,170,22
1889,Transformer_1889,96,34
1890,Transformer_1890,33,38
1891,Transformer_1891,50,7
1892,Transformer_1892,49,70
1893,Transformer_1893,110,54
1894,Transformer_1894,90,99
1895,Transformer_1895,161,113
1896,Transformer_1896,53,113
1897,Transformer_1897,92,57
1898,Transformer_1898,64,10
1899,Transformer_1899,185,84
1900,Transformer_1900,116,108
1901,Transformer_1901,145,8
1902,Transformer_1902,168,36
1903,Transformer_1903,4,93
1904,Transformer_1904,101,20
1905,Transformer_1905,162,40
1906,Transformer_1906,11,99
1907,Transformer_1907,122,106
1908,Transformer_1908,55,53
1909,Transformer_1909,81,28
1910,Transformer_1910,158,117
1911,Transformer_1911,125,46
1912,Transformer_1912,193,9
1913,Transformer_1913,129,107
1914,Transformer_1914,33,8
1915,Transformer_1915,10,64
1916,Transformer_1916,134,107
1917,Transformer_1917,84,93
1918,Transformer_1918,165,110
1919,Transformer_1919,145,45
1920,Transformer_1920,151,64
1921,Transformer_1921,124,58
1922,Transformer_1922,97,66
1923,Transformer_1923,47,111
1924,Transformer_1924,60,46
1925,Transformer_1925,116,44
1926,Transformer_1926,94,87
1927,Transformer_1927,75,18
1928,Transformer_1928,149,82
1929,Transformer_1929,115,56
1930,Transformer_1930,174,93
1931,Transformer_1931,141,98
1932,Transformer_1932,101,41
1933,Transformer_1933,31,73
1934,Transformer_1934,163,78
1935,Transformer_1935,27,114
1936,Transformer_1936,186,9
1937,Transformer_1937,199,112
1938,Transformer_1938,86,38
1939,Transformer_1939,22,60
1940,Transformer_1940,91,103
1941,Transformer_1941,178,29
1942,Transformer_1942,81,69
1943,Transformer_1943,144,58
1944,Transformer_1944,42,88
1945,Transformer_1945,137,115
1946,Transformer_1946,100,92
1947,Transformer_1947,156,77
1948,Transformer_1948,107,89
1949,Transformer_1949,155,40
1950,Transformer_1950,147,113
1951,Transformer_1951,72,7
1952,Transformer_1952,33,93
1953,Transformer_1953,29,87
1954,Transformer_1954,93,42
1955,Transformer_1955,53,3
1956,Transformer_1956,166,99
1957,Transformer_1957,37,83
1958,Transformer_1958,38,11
1959,Transformer_1959,118,56
1960,Transformer_1960,118,109
1961,Transformer_1961,57,58
1962,Transformer_1962,112,75
1963,Transformer_1963,194,115
1964,Transformer_1964,177,15
1965,Transformer_1965,23,96
1966,Transformer_1966,164,23
1967,Transformer_1967,92,62
1968,Transformer_1968,192,20
1969,Transformer_1969,153,52
1970,Transformer_1970,66,69
1971,Transformer_1971,99,107
1972,Transformer_1972,94,45
1973,Transformer_1973,19,75
1974,Transformer_1974,82,26
1975,Transformer_1975,94,64
1976,Transformer_1976,31,7
1977,Transformer_1977,139,32
1978,Transformer_1978,174,119
1979,Transformer_1979,115,32
1980,Transformer_1980,11,118
1981,Transformer_1981,53,14
1982,Transformer_1982,156,90
1983,Transformer_1983,196,50
1984,Transformer_1984,92,19
1985,Transformer_1985,130,3
1986,Transformer_1986,141,84
1987,Transformer_1987,142,85
1988,Transformer_1988,98,84
1989,Transformer_1989,150,90
1990,Transformer_1990,145,10
1991,Transformer_1991,79,65
1992,Transformer_1992,18,96
1993,Transformer_1993,76,39
1994,Transformer_1994,132,28
